date,communication_services,consumer_discretionary,consumer_staples,energy,financials,health_care,industrials,information_technology,materials,utilities,sp_500
2013-04-12,137.63,168.74,260.98,341.89,99.11,203.38,174.22,67.18,193.56,211.8,2591.74
2013-04-15,135.51,164.41,257.06,328.65,96.91,199.6,168.93,65.95,186.09,208.82,2532.21
2013-04-16,137.06,166.71,261.48,332.18,98.47,202.56,171.3,66.94,189.54,211.27,2568.43
2013-04-17,135.48,165.1,259.28,325.72,96.59,201.7,168.53,65.43,186.79,210.15,2531.65
2013-04-18,134.55,163.15,258.95,328.03,95.59,199.19,167.68,64.51,186.28,210.91,2514.74
2013-04-19,137.59,165.19,263.04,327.93,96.94,202.2,168.23,64.4,188.45,213.97,2537.06
2013-04-22,138.41,165.92,263.7,331.34,97.03,203.3,168.16,64.95,190.28,213.83,2548.92
2013-04-23,139.52,167.6,265.79,335.12,98.78,204.53,169.46,65.76,191.91,214.36,2575.47
2013-04-24,137.81,167.64,261.38,339.05,99.46,201.07,171.2,66.19,194.85,215.01,2575.72
2013-04-25,138.58,169.1,262.18,338.58,99.96,201.83,171.9,66.28,196.88,215.19,2586.17
2013-04-26,138.38,168.4,262.23,338.51,99.54,201.77,171.75,66.29,194.17,215.2,2581.48
2013-04-29,139.33,169.01,263.08,341.84,99.98,202.49,172.48,67.38,197.1,216.99,2600.07
2013-04-30,139.56,169.37,262.65,343.56,100.29,200.85,172.56,68.17,197.37,217.62,2606.55
2013-05-01,139.24,168.56,262.24,337.94,99.21,198.88,170.53,67.63,193.92,215.53,2582.38
2013-05-02,140.47,170.17,263.2,342.31,100.03,201.0,172.5,68.59,195.26,215.11,2606.82
2013-05-03,141.45,172.34,264.37,348.48,101.07,202.33,175.38,69.37,198.8,214.79,2634.48
2013-05-06,141.73,172.81,262.37,350.43,102.12,201.03,176.34,69.79,199.28,211.73,2639.52
2013-05-07,143.03,174.17,264.49,352.79,102.71,201.59,177.97,69.62,201.06,213.69,2653.44
2013-05-08,143.98,174.49,264.68,353.58,103.47,202.21,179.15,70.18,202.87,211.86,2665.22
2013-05-09,143.95,174.71,262.82,353.05,102.68,202.41,179.02,69.98,202.56,208.51,2656.26
2013-05-10,144.82,176.13,263.98,351.42,103.16,204.6,179.6,70.29,202.5,209.06,2667.76
2013-05-13,144.41,176.14,264.4,351.34,103.51,206.05,179.0,70.1,200.98,207.94,2668.05
2013-05-14,145.57,177.91,267.27,355.9,105.28,208.13,181.04,70.27,203.32,209.34,2695.52
2013-05-15,147.27,178.92,270.07,354.9,106.29,209.27,181.87,70.43,204.46,211.19,2709.9
2013-05-16,145.51,176.86,268.3,353.04,105.53,207.1,181.05,70.92,203.46,209.45,2696.41
2013-05-17,146.15,178.64,268.69,358.61,106.97,208.25,183.67,71.75,205.92,211.57,2724.22
2013-05-20,145.05,177.95,266.09,363.24,107.17,206.93,184.18,71.77,205.99,210.61,2722.33
2013-05-21,145.0,178.77,266.08,363.09,107.44,209.06,184.38,71.64,205.59,210.84,2727.07
2013-05-22,143.34,177.13,265.72,358.76,106.31,208.98,182.96,70.91,203.02,207.38,2704.73
2013-05-23,143.21,176.57,264.63,358.04,105.63,208.86,182.29,70.85,202.83,205.82,2697.09
2013-05-24,142.86,176.23,267.16,356.8,105.77,208.4,181.84,70.79,202.27,203.71,2695.65
2013-05-28,142.95,177.85,267.42,360.4,106.85,210.3,182.78,71.27,204.05,201.29,2712.77
2013-05-29,140.98,176.12,262.32,359.72,106.88,207.12,181.8,71.22,203.53,198.25,2693.95
2013-05-30,140.41,175.95,261.3,358.9,108.03,208.53,182.73,71.81,204.04,198.74,2704.15
2013-05-31,138.55,174.03,256.6,351.76,106.34,204.0,180.9,71.21,200.96,197.56,2665.47
2013-06-03,138.92,174.97,259.39,355.37,106.5,205.13,181.98,71.7,202.1,197.96,2681.48
2013-06-04,139.28,174.16,259.46,352.57,105.54,203.71,180.88,71.23,201.74,197.14,2666.78
2013-06-05,137.51,171.35,256.53,348.66,103.76,200.92,177.91,70.49,197.53,195.44,2630.49
2013-06-06,139.05,173.09,257.77,351.04,105.26,203.79,179.02,70.54,198.69,197.85,2653.08
2013-06-07,140.57,176.22,260.95,355.17,107.03,205.74,182.19,71.29,200.38,199.26,2687.16
2013-06-10,140.59,175.68,260.77,354.22,107.12,206.03,181.65,71.32,201.37,198.88,2686.34
2013-06-11,139.46,174.0,259.97,349.23,105.26,205.09,180.09,70.51,198.58,197.6,2659.08
2013-06-12,137.9,172.13,258.75,346.65,104.26,203.04,178.77,69.96,197.57,195.51,2637.26
2013-06-13,140.32,175.18,261.15,352.69,106.14,206.09,181.22,70.76,201.03,198.8,2676.52
2013-06-14,140.23,174.73,260.6,349.27,104.82,205.78,180.41,70.21,199.76,199.01,2660.77
2013-06-17,140.73,175.64,262.7,353.8,105.82,206.25,181.56,71.01,201.25,199.66,2680.93
2013-06-18,142.55,177.44,263.86,355.82,106.47,208.03,183.91,71.52,202.22,201.09,2701.85
2013-06-19,140.71,175.48,258.62,352.25,104.99,204.69,181.31,70.81,200.69,196.46,2664.44
2013-06-20,137.13,170.81,250.78,342.65,102.73,199.43,177.09,69.24,195.4,190.83,2598.09
2013-06-21,137.93,171.26,254.33,343.76,102.88,201.15,177.17,68.73,194.87,193.34,2605.03
2013-06-24,136.76,169.59,253.13,338.51,101.02,199.63,174.25,67.77,191.6,193.3,2573.4
2013-06-25,138.07,171.12,253.47,342.27,102.92,200.48,176.09,68.25,192.91,195.67,2598.01
2013-06-26,139.41,173.31,256.11,344.66,103.94,203.5,178.02,68.61,193.52,198.26,2623.3
2013-06-27,140.57,174.88,257.21,345.42,105.26,204.19,179.63,68.89,193.35,198.52,2639.72
2013-06-28,140.87,175.48,255.67,344.68,104.54,202.45,178.52,68.61,192.25,199.24,2628.41
2013-07-01,141.22,176.67,257.56,346.6,105.05,203.34,180.12,69.09,193.71,196.64,2642.84
2013-07-02,141.24,177.02,257.93,347.38,105.14,202.77,178.21,69.19,193.12,196.53,2641.81
2013-07-03,142.3,177.9,257.3,347.47,104.78,202.49,178.43,69.58,193.01,196.24,2643.99
2013-07-05,143.58,179.73,257.8,351.27,106.63,205.17,181.1,70.07,194.33,195.3,2670.97
2013-07-08,144.58,181.34,260.34,353.73,107.44,206.34,181.65,69.9,195.42,198.09,2685.56
2013-07-09,144.82,182.12,262.46,357.5,108.34,206.87,184.28,70.22,198.51,199.59,2705.0
2013-07-10,144.71,182.26,262.81,355.42,107.66,208.31,184.13,70.55,198.33,200.54,2705.58
2013-07-11,147.06,184.88,266.82,358.73,108.66,210.97,187.03,71.75,201.66,203.8,2742.45
2013-07-12,147.45,185.91,267.13,360.14,109.52,212.41,185.95,71.92,201.02,204.49,2750.91
2013-07-15,146.74,185.29,267.23,359.9,109.93,212.42,186.45,72.13,201.41,207.74,2754.7
2013-07-16,146.52,184.28,266.32,357.89,109.5,211.33,185.44,72.14,199.8,206.69,2744.48
2013-07-17,147.17,184.49,266.92,359.48,110.0,211.76,186.05,72.24,201.77,206.5,2752.31
2013-07-18,147.21,185.46,267.83,363.01,111.48,212.34,187.69,72.03,201.81,208.51,2766.37
2013-07-19,146.57,185.33,269.27,367.93,111.5,215.24,190.02,70.62,202.79,208.34,2770.88
2013-07-22,146.75,185.23,268.86,367.02,112.26,216.2,190.12,70.9,203.42,208.23,2776.55
2013-07-23,146.72,184.91,268.19,367.74,111.98,215.48,190.0,70.52,203.96,208.83,2771.41
2013-07-24,146.21,184.37,266.5,364.22,111.03,215.2,188.7,71.12,202.08,205.59,2760.87
2013-07-25,145.74,184.51,267.68,366.12,111.14,216.23,188.69,71.15,203.97,207.41,2767.97
2013-07-26,146.01,185.19,267.55,365.11,111.01,217.65,188.23,71.24,203.22,208.15,2770.26
2013-07-29,145.59,184.18,266.79,362.06,110.18,217.01,187.59,71.13,204.26,208.59,2760.03
2013-07-30,144.58,183.7,266.44,361.04,110.08,216.99,188.3,71.66,203.77,209.15,2761.13
2013-07-31,145.06,184.6,265.95,362.12,110.15,217.09,188.63,71.46,203.02,207.7,2761.04
2013-08-01,147.16,187.62,268.66,366.38,112.0,218.43,191.88,72.31,204.75,209.4,2795.86
2013-08-02,148.02,188.93,268.79,364.24,111.98,218.6,192.29,72.66,205.87,209.23,2800.49
2013-08-05,147.78,188.53,268.99,363.23,111.72,218.22,191.57,72.82,205.34,207.81,2796.53
2013-08-06,147.16,187.63,268.61,361.44,110.77,217.23,190.11,72.39,203.37,206.62,2780.59
2013-08-07,146.91,186.06,267.31,360.22,109.94,217.32,189.75,72.2,203.39,207.63,2770.63
2013-08-08,146.88,187.37,268.62,362.25,110.21,217.47,190.57,72.52,206.51,208.44,2781.84
2013-08-09,145.94,186.85,267.45,360.92,109.9,216.72,190.03,72.2,207.7,207.03,2772.27
2013-08-12,145.82,186.69,266.69,359.01,109.39,215.8,190.17,72.69,207.29,205.8,2769.14
2013-08-13,145.37,186.63,266.78,359.62,109.86,216.44,190.98,73.29,207.95,204.72,2777.26
2013-08-14,144.22,184.64,264.88,358.21,109.47,214.78,189.61,73.3,207.63,203.38,2763.26
2013-08-15,141.96,181.38,260.7,356.14,107.88,211.28,187.51,72.01,206.04,200.52,2724.12
2013-08-16,141.28,180.72,258.96,354.68,107.7,210.12,187.73,72.02,204.46,198.36,2715.21
2013-08-19,140.65,180.02,257.92,349.28,106.27,210.63,186.91,71.91,202.75,196.8,2699.32
2013-08-20,141.46,181.66,257.72,350.88,107.21,211.05,186.96,71.91,203.95,198.45,2709.71
2013-08-21,140.22,180.14,255.78,348.98,106.54,209.99,185.79,71.86,202.5,196.14,2694.14
2013-08-22,141.44,182.05,256.93,353.68,107.73,211.21,188.15,72.19,204.85,197.43,2717.38
2013-08-23,142.02,182.08,258.47,356.31,107.83,211.77,188.33,72.65,206.6,198.96,2728.4
2013-08-26,141.0,181.69,255.57,355.42,107.21,212.05,187.73,72.39,206.59,197.4,2717.41
2013-08-27,139.68,178.77,254.0,353.27,104.61,208.48,183.99,70.91,202.86,197.32,2674.26
2013-08-28,139.67,179.58,252.21,359.54,104.75,209.38,184.16,71.06,202.46,198.0,2681.97
2013-08-29,140.67,180.43,253.35,355.64,105.05,210.04,184.59,71.39,203.13,196.95,2687.5
2013-08-30,139.94,179.27,254.09,355.63,104.55,209.42,183.78,71.02,202.88,197.02,2679.14
2013-09-03,140.42,180.64,254.05,357.72,105.43,210.66,184.75,71.26,204.06,194.79,2690.4
2013-09-04,141.86,182.49,255.34,359.6,106.24,213.04,186.54,71.89,205.94,194.65,2712.67
2013-09-05,141.6,182.66,255.09,360.52,106.47,213.39,187.06,72.01,206.45,193.92,2716.01
2013-09-06,141.51,182.29,255.45,360.68,106.45,213.41,186.9,72.1,206.02,195.13,2716.39
2013-09-09,142.28,183.99,257.4,364.38,107.67,214.79,189.17,73.03,209.15,195.94,2743.66
2013-09-10,143.62,185.77,257.61,364.44,108.94,216.1,191.89,73.44,210.99,197.35,2763.82
2013-09-11,144.67,187.07,259.55,367.26,109.11,217.65,192.86,73.07,212.31,195.54,2772.53
2013-09-12,145.22,186.65,259.43,365.09,108.33,217.23,191.97,73.02,210.14,194.96,2763.71
2013-09-13,145.61,187.25,261.54,365.27,108.53,217.76,192.42,73.04,211.59,196.48,2771.22
2013-09-16,146.35,187.98,263.87,365.32,109.73,219.56,194.87,72.81,213.82,196.91,2787.01
2013-09-17,146.78,189.07,264.72,366.88,110.22,219.74,195.99,73.25,213.3,198.03,2798.8
2013-09-18,147.83,191.31,268.04,371.32,111.31,221.28,198.5,74.25,218.2,203.98,2832.91
2013-09-19,147.5,191.33,266.79,370.53,110.79,220.53,198.94,74.36,217.43,203.04,2827.99
2013-09-20,146.85,190.07,265.15,367.64,110.27,220.07,196.23,73.85,214.63,200.1,2807.6
2013-09-23,145.64,188.68,263.8,365.81,108.67,218.53,195.95,74.07,213.32,202.43,2794.35
2013-09-24,145.13,188.95,262.14,365.95,107.97,217.46,196.56,73.86,213.17,202.23,2787.3
2013-09-25,144.62,187.98,260.19,365.77,108.54,215.69,195.8,73.67,213.68,200.79,2779.71
2013-09-26,146.01,189.67,261.54,365.99,108.62,216.41,196.53,73.9,215.07,200.61,2789.78
2013-09-27,146.04,189.76,259.93,364.86,108.19,216.52,195.3,73.47,212.54,199.26,2778.52
2013-09-30,145.59,188.94,257.2,361.82,107.4,215.95,194.1,73.06,211.7,199.02,2761.86
2013-10-01,147.08,190.61,258.69,363.79,108.17,218.71,195.5,73.77,212.68,199.73,2784.08
2013-10-02,146.65,190.48,258.14,364.73,108.13,218.28,194.8,73.83,213.24,200.02,2782.6
2013-10-03,145.14,188.55,256.97,361.67,107.27,216.18,192.65,73.08,211.38,197.54,2757.62
2013-10-04,146.22,190.2,257.42,364.75,108.21,218.63,193.55,73.44,214.39,197.96,2777.14
2013-10-07,145.22,187.55,256.18,362.18,106.91,216.27,192.5,72.95,211.91,197.08,2753.52
2013-10-08,142.89,184.46,256.15,358.51,105.51,213.03,190.25,71.78,208.4,198.34,2720.15
2013-10-09,143.05,183.79,256.45,357.34,105.88,212.7,189.94,72.02,208.81,199.21,2721.9
2013-10-10,146.25,187.96,261.3,363.63,108.98,217.71,195.03,73.28,213.22,202.16,2781.62
2013-10-11,147.15,189.45,261.98,367.38,109.61,218.67,196.13,73.87,214.39,203.08,2799.1
2013-10-14,147.65,190.16,263.01,369.67,110.1,220.11,196.57,74.27,215.07,201.91,2810.53
2013-10-15,147.19,188.62,260.76,368.09,109.27,218.94,194.75,73.85,213.82,199.11,2790.68
2013-10-16,149.0,190.89,264.58,373.12,111.62,223.37,196.01,74.49,216.04,201.08,2829.49
2013-10-17,150.0,192.31,267.29,373.92,112.61,225.34,197.69,74.35,218.82,204.31,2848.66
2013-10-18,154.76,193.49,267.84,377.19,112.89,224.53,199.91,75.66,219.53,204.86,2867.36
2013-10-21,155.41,193.91,267.11,375.75,112.68,223.29,200.68,76.05,219.5,204.44,2867.65
2013-10-22,156.45,195.28,270.77,378.29,112.85,225.32,201.83,75.92,222.63,207.04,2884.11
2013-10-23,156.57,194.12,271.12,373.2,111.9,224.98,201.86,75.56,221.2,207.11,2870.5
2013-10-24,156.69,195.98,270.6,375.38,112.03,224.95,203.35,75.91,222.33,206.63,2879.88
2013-10-25,156.89,197.34,271.37,376.92,112.5,225.27,204.36,76.23,222.87,208.98,2892.53
2013-10-28,156.93,196.88,274.63,377.46,112.27,225.91,204.18,76.44,221.65,208.5,2896.39
2013-10-29,158.36,198.15,277.08,379.98,112.63,227.39,204.84,76.86,222.3,208.79,2912.68
2013-10-30,156.94,197.26,274.86,377.61,112.13,226.18,204.04,76.67,220.99,207.45,2898.64
2013-10-31,157.53,197.7,273.37,376.79,110.87,225.19,204.01,76.4,220.56,206.53,2887.68
2013-11-01,158.2,198.19,274.48,375.63,111.16,226.71,205.54,76.51,220.05,208.05,2896.07
2013-11-04,158.38,198.89,274.77,380.57,111.26,226.94,206.24,76.77,220.98,208.53,2906.43
2013-11-05,157.08,198.92,275.36,377.65,110.75,226.26,205.95,76.76,220.09,207.04,2898.5
2013-11-06,157.35,198.44,278.38,379.92,111.18,225.62,206.79,77.45,221.51,209.85,2911.97
2013-11-07,154.21,194.33,274.46,374.71,109.93,223.62,204.47,76.5,218.63,207.81,2874.05
2013-11-08,156.12,197.4,275.45,380.04,112.44,227.02,207.3,77.33,222.66,207.44,2912.66
2013-11-11,155.44,197.72,275.07,380.66,112.54,227.47,207.23,77.41,222.56,207.48,2914.78
2013-11-12,155.15,197.3,275.37,377.41,111.5,227.36,207.29,77.66,221.9,205.59,2908.0
2013-11-13,156.76,200.45,277.75,379.9,112.43,228.61,208.41,78.46,223.05,206.45,2932.15
2013-11-14,157.62,201.83,279.58,382.25,113.38,230.52,209.27,78.12,224.9,208.21,2946.71
2013-11-15,157.69,202.43,280.14,384.93,113.95,231.84,209.97,78.32,226.32,209.47,2959.17
2013-11-18,157.27,201.0,279.17,382.58,113.9,230.86,210.3,77.8,224.78,209.27,2948.33
2013-11-19,156.78,200.17,278.15,383.26,114.1,231.09,208.95,77.51,224.22,207.79,2942.69
2013-11-20,155.93,199.14,276.86,382.12,113.69,231.67,207.9,77.28,222.41,205.31,2932.1
2013-11-21,156.9,200.96,277.42,385.32,115.34,232.76,209.52,78.09,224.24,205.83,2956.07
2013-11-22,158.14,202.19,278.88,387.47,115.9,235.73,211.2,77.95,225.43,205.76,2971.01
2013-11-25,158.28,202.34,278.35,384.28,116.0,236.69,210.4,77.9,223.86,204.93,2967.3
2013-11-26,159.23,203.46,277.71,382.96,115.93,235.86,211.03,78.22,223.4,202.99,2967.97
2013-11-27,159.61,204.18,278.04,380.27,116.32,235.93,211.96,79.0,223.6,202.44,2975.84
2013-11-29,159.34,204.48,277.55,379.66,115.87,235.65,211.16,79.35,223.28,202.33,2973.58
2013-12-02,158.56,203.46,276.21,379.91,115.63,235.89,210.18,79.1,222.85,201.56,2965.57
2013-12-03,157.86,201.74,277.44,381.16,114.57,233.94,208.72,79.4,220.16,202.69,2956.23
2013-12-04,157.8,201.27,276.5,379.57,114.84,233.0,207.96,79.53,221.26,203.28,2952.91
2013-12-05,157.5,201.25,274.04,377.96,113.8,232.37,207.96,79.33,219.84,201.77,2940.16
2013-12-06,159.08,203.03,278.03,380.04,115.4,235.6,211.0,79.93,222.99,204.28,2973.4
2013-12-09,159.35,202.78,278.58,380.39,115.82,236.03,211.56,80.14,224.09,203.19,2978.88
2013-12-10,159.82,202.99,276.21,379.34,115.45,235.01,211.06,79.96,224.7,201.08,2969.42
2013-12-11,158.06,201.0,276.77,373.98,113.8,231.2,207.86,79.29,220.89,199.49,2936.05
2013-12-12,157.46,200.33,273.09,375.76,113.81,229.43,207.96,78.74,220.53,199.71,2925.52
2013-12-13,157.24,200.88,272.41,374.34,113.95,229.53,208.74,78.52,221.49,199.44,2925.27
2013-12-16,158.37,202.31,272.32,377.93,114.59,230.03,210.78,79.28,222.46,200.61,2943.78
2013-12-17,157.83,201.65,271.08,375.65,113.91,229.03,210.7,79.31,223.61,200.19,2934.68
2013-12-18,160.56,204.82,275.59,381.86,116.59,234.52,214.14,79.91,226.56,202.85,2983.61
2013-12-19,161.26,204.48,275.09,382.7,116.41,234.0,214.21,80.04,227.13,201.35,2982.16
2013-12-20,161.52,205.27,276.12,383.19,116.95,235.04,215.77,80.7,227.69,203.19,2996.54
2013-12-23,163.53,206.29,275.83,383.32,117.63,236.01,216.55,81.88,228.69,202.49,3012.79
2013-12-24,164.21,206.86,276.24,385.76,117.88,235.81,217.73,82.05,231.16,203.24,3021.82
2013-12-26,164.95,208.19,277.45,389.07,118.07,237.39,219.23,82.29,232.47,202.4,3036.15
2013-12-27,164.54,207.46,278.18,390.96,118.0,237.11,219.03,82.13,233.16,202.92,3035.53
2013-12-30,164.58,208.28,279.0,387.84,117.85,237.56,218.97,82.04,233.28,203.5,3035.14
2013-12-31,165.32,209.12,278.89,391.38,118.33,237.48,220.0,82.63,233.88,203.97,3047.29
2014-01-02,164.32,208.07,275.86,386.27,117.72,236.17,217.17,81.77,232.21,200.82,3020.6
2014-01-03,163.49,207.55,275.36,385.29,118.48,236.66,217.76,81.39,231.78,200.24,3019.65
2014-01-06,164.17,206.32,274.18,385.53,118.65,235.78,216.46,81.2,230.4,200.43,3012.1
2014-01-07,165.96,207.48,275.64,388.97,118.71,238.16,217.51,81.95,230.03,202.25,3030.44
2014-01-08,165.04,207.13,273.71,386.32,119.11,240.25,217.33,82.02,231.36,201.15,3030.43
2014-01-09,163.45,206.88,274.9,384.9,119.51,242.0,218.12,81.56,230.4,202.3,3031.47
2014-01-10,164.16,207.66,275.37,385.47,119.35,243.02,218.49,81.72,231.23,205.21,3038.48
2014-01-13,161.31,203.62,273.62,378.15,117.59,241.14,216.02,80.89,228.05,203.33,3000.5
2014-01-14,163.43,205.18,275.12,382.28,118.51,244.23,218.24,82.43,231.24,203.51,3032.97
2014-01-15,164.36,205.67,275.2,381.06,119.92,243.89,219.77,83.39,232.73,203.08,3048.69
2014-01-16,164.31,204.73,275.22,381.36,119.18,244.46,219.09,83.33,233.06,204.4,3044.64
2014-01-17,163.43,203.76,273.02,381.17,118.76,244.32,217.9,82.87,232.56,204.34,3032.81
2014-01-21,163.76,203.39,273.99,383.1,118.85,245.59,217.96,83.29,233.86,206.7,3041.28
2014-01-22,164.08,203.93,273.88,384.33,118.98,245.76,218.46,83.28,231.72,206.93,3043.28
2014-01-23,163.7,202.52,271.31,380.02,116.99,243.97,215.95,82.98,228.31,206.29,3016.25
2014-01-24,160.26,198.63,268.88,372.18,114.31,238.3,209.24,81.28,222.08,203.99,2953.29
2014-01-27,159.03,197.85,268.15,370.91,113.61,236.41,209.71,80.45,221.26,204.42,2938.97
2014-01-28,160.97,199.33,270.01,373.8,115.03,239.48,211.54,79.92,222.46,205.25,2957.02
2014-01-29,158.76,196.0,265.12,371.63,113.83,237.35,209.35,79.18,223.48,205.05,2927.05
2014-01-30,162.72,199.25,265.59,372.22,115.33,241.61,211.16,80.35,224.47,208.3,2960.15
2014-01-31,164.29,196.72,264.43,366.7,114.01,239.65,210.11,80.54,223.13,210.01,2941.01
2014-02-03,159.03,191.47,258.56,360.18,111.19,234.79,204.45,78.79,217.79,208.38,2873.86
2014-02-04,160.95,193.72,259.99,362.82,112.25,237.19,205.75,79.21,219.67,207.11,2895.93
2014-02-05,161.01,194.03,260.19,359.69,112.16,235.81,205.54,79.23,220.02,206.05,2890.67
2014-02-06,163.1,198.04,262.99,364.86,113.84,236.99,208.42,80.25,223.37,207.46,2927.67
2014-02-07,165.2,200.54,265.39,368.85,115.28,241.19,211.84,81.42,226.46,208.74,2966.6
2014-02-10,165.3,200.46,266.53,366.55,115.42,243.32,210.67,81.68,227.46,210.29,2971.31
2014-02-11,167.21,201.91,269.38,371.78,116.55,246.55,213.07,82.61,230.22,212.21,3004.29
2014-02-12,167.52,202.02,268.1,370.76,116.52,246.38,213.7,82.87,229.68,212.26,3004.52
2014-02-13,168.67,202.89,269.27,372.37,116.96,248.3,214.17,83.61,231.89,214.7,3022.19
2014-02-14,169.0,204.06,270.83,377.92,117.13,249.17,215.74,83.79,233.49,216.15,3036.9
2014-02-18,169.23,204.24,269.08,379.13,117.33,251.38,215.26,83.93,233.74,216.76,3040.75
2014-02-19,168.21,202.4,268.25,379.34,115.81,249.87,213.38,83.49,232.07,215.55,3021.02
2014-02-20,169.76,203.57,269.61,382.24,116.1,252.15,215.26,83.74,234.46,217.29,3039.62
2014-02-21,168.91,203.92,269.05,379.58,116.15,251.67,215.26,83.46,234.2,217.61,3034.08
2014-02-24,169.49,205.04,270.03,385.34,117.12,253.55,216.98,83.89,233.01,216.95,3052.87
2014-02-25,169.2,206.1,271.09,385.28,116.39,252.96,216.06,83.61,233.91,216.78,3048.8
2014-02-26,168.8,207.36,270.61,382.94,116.26,252.92,216.22,83.72,235.63,215.95,3049.29
2014-02-27,170.11,208.2,271.89,382.89,116.9,254.23,217.51,84.3,237.32,215.4,3064.67
2014-02-28,170.56,208.91,273.8,384.74,117.52,254.29,218.1,84.2,238.4,216.76,3073.22
2014-03-03,168.84,207.07,272.4,382.44,116.49,252.53,216.59,83.48,237.9,214.71,3050.66
2014-03-04,171.24,209.7,276.22,386.33,118.81,257.28,219.89,84.76,241.63,216.4,3097.27
2014-03-05,172.17,210.37,275.45,382.17,119.67,256.8,220.3,84.84,242.15,214.92,3097.52
2014-03-06,172.8,211.05,275.36,384.43,120.49,255.1,221.57,84.85,243.01,213.68,3103.22
2014-03-07,171.74,210.83,275.85,385.97,121.1,254.57,222.13,84.6,241.94,214.21,3105.06
2014-03-10,171.58,210.08,276.21,386.78,121.15,255.56,221.0,84.5,241.66,213.87,3103.76
2014-03-11,169.83,208.95,276.22,382.27,120.27,254.89,219.5,84.35,239.3,213.15,3088.07
2014-03-12,169.96,208.77,276.64,382.52,120.14,254.89,219.05,84.56,239.16,215.89,3089.58
2014-03-13,167.87,205.78,275.08,378.79,118.75,251.44,215.81,83.24,237.18,217.91,3053.7
2014-03-14,167.34,205.86,275.08,379.32,118.08,250.14,215.0,82.69,237.49,219.17,3045.14
2014-03-17,169.07,207.32,276.99,381.75,119.31,252.43,217.76,83.78,239.36,220.53,3074.42
2014-03-18,170.22,208.24,277.47,384.73,119.89,255.39,218.85,84.91,240.71,220.15,3096.67
2014-03-19,168.85,206.91,275.05,381.23,119.72,254.45,216.72,84.47,238.58,216.92,3077.68
2014-03-20,169.79,207.4,276.25,383.16,121.69,254.4,217.06,85.02,239.7,217.14,3096.3
2014-03-21,168.76,206.07,276.36,384.14,121.71,250.47,217.25,84.64,240.84,218.86,3087.23
2014-03-24,166.71,203.95,276.08,383.69,121.44,246.94,216.55,84.34,238.9,219.39,3072.22
2014-03-25,166.71,202.64,277.76,386.91,121.45,248.99,218.43,84.95,240.1,220.28,3085.97
2014-03-26,164.47,201.05,277.52,385.67,120.31,249.12,216.39,83.84,236.76,219.4,3064.43
2014-03-27,163.85,200.12,277.05,388.99,119.64,248.82,216.1,83.32,236.07,221.21,3058.98
2014-03-28,164.38,201.75,278.09,393.8,120.12,247.84,217.7,83.72,237.66,221.58,3073.25
2014-03-31,164.95,203.03,279.74,393.76,121.25,250.99,219.96,84.41,240.18,223.89,3097.7
2014-04-01,167.22,205.87,279.58,395.86,121.72,252.73,221.53,85.54,241.77,222.44,3119.65
2014-04-02,168.09,207.25,279.94,397.12,121.92,253.7,222.98,85.52,243.36,222.0,3128.93
2014-04-03,167.83,206.19,280.14,399.36,121.79,253.02,223.35,85.03,243.6,222.72,3125.44
2014-04-04,164.19,202.68,278.92,397.74,120.38,249.13,220.84,83.14,240.42,223.98,3086.32
2014-04-07,162.4,198.81,279.69,392.0,118.59,246.5,217.91,82.52,236.99,223.53,3053.15
2014-04-08,164.46,200.76,280.84,395.55,118.75,244.52,217.89,83.22,237.91,226.87,3065.31
2014-04-09,166.66,202.93,282.14,397.46,119.77,249.69,220.65,84.53,241.53,226.27,3098.97
2014-04-10,162.25,197.94,279.61,392.17,116.95,241.7,216.48,82.41,236.66,225.4,3034.25
2014-04-11,160.31,195.22,278.14,391.3,115.59,239.19,214.3,81.44,233.95,225.16,3005.67
2014-04-14,161.56,196.79,280.2,396.43,116.51,240.42,215.61,82.3,235.7,226.62,3030.39
2014-04-15,161.82,197.03,281.09,401.41,117.54,243.0,216.92,82.67,237.02,229.64,3050.87
2014-04-16,164.8,199.73,283.71,406.25,118.56,244.33,220.28,83.54,240.55,231.35,3082.93
2014-04-17,163.97,200.02,284.02,409.61,118.66,244.33,222.03,83.29,241.26,228.67,3087.23
2014-04-21,164.38,200.56,284.1,412.29,118.61,247.26,222.73,83.65,241.47,228.3,3098.91
2014-04-22,165.79,202.26,283.74,411.38,119.43,249.82,222.76,84.0,242.21,228.39,3111.6
2014-04-23,163.93,201.35,283.46,413.32,119.73,248.61,223.59,83.25,242.32,228.69,3104.98
2014-04-24,162.95,202.39,284.34,412.92,119.63,248.12,223.07,84.13,241.19,230.15,3110.37
2014-04-25,160.53,199.0,284.8,411.12,118.62,246.3,221.1,82.98,239.55,232.76,3085.19
2014-04-28,160.68,198.52,288.18,412.28,117.96,247.77,221.34,83.76,238.42,233.98,3095.3
2014-04-29,162.56,199.33,286.98,414.03,119.08,249.3,221.9,84.38,240.18,232.98,3110.08
2014-04-30,163.53,200.24,287.73,413.99,119.36,249.66,223.34,84.63,242.08,233.37,3119.49
2014-05-01,164.8,200.96,287.38,412.56,119.43,250.06,222.72,84.62,240.55,234.28,3119.19
2014-05-02,164.49,201.55,287.26,413.88,119.43,248.14,222.54,84.43,241.67,229.63,3114.97
2014-05-05,165.52,201.67,286.98,415.8,118.93,249.52,222.74,84.78,242.78,231.46,3120.97
